timestamp,field_id,trap_id,temp_c,humidity_pct,wind_kmh,rainfall_mm
2026-05-01 00:00:00,F01,TRAP-A,23.5,93.72,12.88,0.0
2026-05-01 00:10:00,F01,TRAP-A,22.9,93.92,10.73,0.0
2026-05-01 00:20:00,F01,TRAP-A,23.44,89.25,11.19,0.0
2026-05-01 00:30:00,F01,TRAP-A,24.06,95.85,10.39,0.0
2026-05-01 00:40:00,F01,TRAP-A,22.58,88.45,9.58,0.0
2026-05-01 00:50:00,F01,TRAP-A,22.52,90.74,11.54,0.0
2026-05-01 01:00:00,F01,TRAP-A,23.92,93.69,12.82,0.0
2026-05-01 01:10:00,F01,TRAP-A,23.22,90.51,10.59,0.0
2026-05-01 01:20:00,F01,TRAP-A,22.19,93.43,11.48,0.0
2026-05-01 01:30:00,F01,TRAP-A,22.97,93.47,15.02,0.0
2026-05-01 01:40:00,F01,TRAP-A,22.15,92.48,10.17,0.0
2026-05-01 01:50:00,F01,TRAP-A,22.13,95.07,12.21,0.0
2026-05-01 02:00:00,F01,TRAP-A,22.69,92.43,11.29,0.0
2026-05-01 02:10:00,F01,TRAP-A,20.97,93.56,13.79,0.0
2026-05-01 02:20:00,F01,TRAP-A,21.14,95.81,10.35,0.0
2026-05-01 02:30:00,F01,TRAP-A,22.09,94.85,13.77,0.0
2026-05-01 02:40:00,F01,TRAP-A,21.76,94.74,10.9,0.0
2026-05-01 02:50:00,F01,TRAP-A,22.86,89.77,10.9,0.0
2026-05-01 03:00:00,F01,TRAP-A,21.93,93.8,14.7,0.0
2026-05-01 03:10:00,F01,TRAP-A,21.58,90.11,14.02,0.0
2026-05-01 03:20:00,F01,TRAP-A,23.94,88.89,17.82,0.0
2026-05-01 03:30:00,F01,TRAP-A,22.66,91.68,13.37,0.0
2026-05-01 03:40:00,F01,TRAP-A,22.98,89.33,13.54,0.0
2026-05-01 03:50:00,F01,TRAP-A,21.87,93.28,15.06,0.0
2026-05-01 04:00:00,F01,TRAP-A,22.67,93.03,12.64,0.0
2026-05-01 04:10:00,F01,TRAP-A,23.29,85.89,11.66,0.0
2026-05-01 04:20:00,F01,TRAP-A,22.39,88.22,12.41,0.0
2026-05-01 04:30:00,F01,TRAP-A,23.73,86.25,12.51,0.0
2026-05-01 04:40:00,F01,TRAP-A,23.07,88.33,12.99,0.0
2026-05-01 04:50:00,F01,TRAP-A,23.45,90.2,20.43,0.0
2026-05-01 05:00:00,F01,TRAP-A,23.34,88.0,16.77,0.0
2026-05-01 05:10:00,F01,TRAP-A,25.44,86.66,20.15,0.0
2026-05-01 05:20:00,F01,TRAP-A,24.1,90.89,30.0,0.0
2026-05-01 05:30:00,F01,TRAP-A,23.41,81.37,13.67,0.0
2026-05-01 05:40:00,F01,TRAP-A,25.08,89.69,12.76,0.0
2026-05-01 05:50:00,F01,TRAP-A,23.61,84.7,14.46,0.0
2026-05-01 06:00:00,F01,TRAP-A,24.92,85.3,18.39,0.0
2026-05-01 06:10:00,F01,TRAP-A,23.35,83.61,13.88,0.0
2026-05-01 06:20:00,F01,TRAP-A,24.04,88.19,14.1,0.0
2026-05-01 06:30:00,F01,TRAP-A,25.44,80.66,12.4,0.0
2026-05-01 06:40:00,F01,TRAP-A,26.05,83.16,13.58,0.0
2026-05-01 06:50:00,F01,TRAP-A,25.78,83.83,13.37,0.0
2026-05-01 07:00:00,F01,TRAP-A,25.74,77.85,13.16,0.0
2026-05-01 07:10:00,F01,TRAP-A,25.79,78.94,18.36,0.0
2026-05-01 07:20:00,F01,TRAP-A,25.04,80.23,11.94,0.0
2026-05-01 07:30:00,F01,TRAP-A,25.84,77.74,22.44,0.0
2026-05-01 07:40:00,F01,TRAP-A,26.24,77.27,11.65,0.0
2026-05-01 07:50:00,F01,TRAP-A,27.65,77.78,20.28,0.0
2026-05-01 08:00:00,F01,TRAP-A,27.28,79.62,13.85,0.0
2026-05-01 08:10:00,F01,TRAP-A,25.79,76.49,15.01,0.0
2026-05-01 08:20:00,F01,TRAP-A,27.65,79.39,11.9,0.0
2026-05-01 08:30:00,F01,TRAP-A,27.28,73.55,14.36,0.0
2026-05-01 08:40:00,F01,TRAP-A,27.24,72.26,17.47,0.0
2026-05-01 08:50:00,F01,TRAP-A,28.46,79.57,11.4,0.0
2026-05-01 09:00:00,F01,TRAP-A,28.99,72.47,11.24,0.0
2026-05-01 09:10:00,F01,TRAP-A,29.1,70.21,11.79,0.0
2026-05-01 09:20:00,F01,TRAP-A,27.87,68.51,11.1,0.0
2026-05-01 09:30:00,F01,TRAP-A,28.48,74.94,10.79,0.0
2026-05-01 09:40:00,F01,TRAP-A,29.17,70.8,13.7,0.89
2026-05-01 09:50:00,F01,TRAP-A,29.86,70.44,10.87,0.0
2026-05-01 10:00:00,F01,TRAP-A,28.87,70.1,13.3,0.0
2026-05-01 10:10:00,F01,TRAP-A,29.27,72.47,15.79,0.0
2026-05-01 10:20:00,F01,TRAP-A,28.7,68.94,12.86,0.0
2026-05-01 10:30:00,F01,TRAP-A,28.78,74.73,9.91,0.0
2026-05-01 10:40:00,F01,TRAP-A,30.54,68.69,11.92,0.0
2026-05-01 10:50:00,F01,TRAP-A,31.13,70.52,10.7,0.0
2026-05-01 11:00:00,F01,TRAP-A,30.13,69.4,10.3,0.0
2026-05-01 11:10:00,F01,TRAP-A,31.12,66.85,10.02,0.0
2026-05-01 11:20:00,F01,TRAP-A,30.74,65.04,16.65,0.0
2026-05-01 11:30:00,F01,TRAP-A,30.05,66.93,12.59,0.0
2026-05-01 11:40:00,F01,TRAP-A,30.98,66.99,8.78,0.0
2026-05-01 11:50:00,F01,TRAP-A,32.03,63.92,10.11,0.0
2026-05-01 12:00:00,F01,TRAP-A,30.87,65.42,9.15,0.0
2026-05-01 12:10:00,F01,TRAP-A,32.24,67.78,19.27,0.0
2026-05-01 12:20:00,F01,TRAP-A,28.98,69.58,19.1,0.0
2026-05-01 12:30:00,F01,TRAP-A,31.82,66.28,8.63,0.0
2026-05-01 12:40:00,F01,TRAP-A,31.3,68.56,8.61,0.0
2026-05-01 12:50:00,F01,TRAP-A,31.05,62.12,9.88,0.0
2026-05-01 13:00:00,F01,TRAP-A,31.42,65.26,8.92,0.0
2026-05-01 13:10:00,F01,TRAP-A,29.8,66.7,7.52,0.0
2026-05-01 13:20:00,F01,TRAP-A,31.26,60.99,9.87,0.0
2026-05-01 13:30:00,F01,TRAP-A,31.75,61.91,7.69,0.0
2026-05-01 13:40:00,F01,TRAP-A,32.67,67.4,9.49,0.0
2026-05-01 13:50:00,F01,TRAP-A,31.08,60.58,7.6,0.0
2026-05-01 14:00:00,F01,TRAP-A,30.85,59.65,9.61,0.0
2026-05-01 14:10:00,F01,TRAP-A,31.09,66.83,9.16,0.0
2026-05-01 14:20:00,F01,TRAP-A,32.22,66.05,7.84,0.0
2026-05-01 14:30:00,F01,TRAP-A,31.72,64.21,9.22,0.0
2026-05-01 14:40:00,F01,TRAP-A,31.01,63.11,7.28,0.0
2026-05-01 14:50:00,F01,TRAP-A,31.8,62.26,5.67,0.0
2026-05-01 15:00:00,F01,TRAP-A,31.42,64.22,5.77,0.0
2026-05-01 15:10:00,F01,TRAP-A,32.07,67.65,5.9,0.0
2026-05-01 15:20:00,F01,TRAP-A,30.67,64.5,5.13,0.0
2026-05-01 15:30:00,F01,TRAP-A,30.89,69.56,8.55,0.0
2026-05-01 15:40:00,F01,TRAP-A,30.76,62.16,6.1,0.0
2026-05-01 15:50:00,F01,TRAP-A,29.82,64.65,4.92,0.0
2026-05-01 16:00:00,F01,TRAP-A,31.13,64.08,9.68,0.0
2026-05-01 16:10:00,F01,TRAP-A,31.0,62.64,7.9,0.0
2026-05-01 16:20:00,F01,TRAP-A,30.69,65.33,6.18,0.0
2026-05-01 16:30:00,F01,TRAP-A,30.38,67.15,5.16,0.0
2026-05-01 16:40:00,F01,TRAP-A,29.31,67.82,4.73,0.0
2026-05-01 16:50:00,F01,TRAP-A,29.98,72.37,6.02,0.0
2026-05-01 17:00:00,F01,TRAP-A,29.91,68.56,10.63,0.0
2026-05-01 17:10:00,F01,TRAP-A,29.4,70.75,4.72,0.0
2026-05-01 17:20:00,F01,TRAP-A,29.76,68.53,6.58,0.0
2026-05-01 17:30:00,F01,TRAP-A,30.06,73.07,13.82,0.0
2026-05-01 17:40:00,F01,TRAP-A,31.09,75.4,7.06,0.0
2026-05-01 17:50:00,F01,TRAP-A,29.56,71.27,5.74,0.0
2026-05-01 18:00:00,F01,TRAP-A,29.45,68.02,7.78,0.0
2026-05-01 18:10:00,F01,TRAP-A,29.02,69.71,9.23,0.0
2026-05-01 18:20:00,F01,TRAP-A,27.37,72.37,6.69,0.0
2026-05-01 18:30:00,F01,TRAP-A,28.7,73.41,10.2,0.0
2026-05-01 18:40:00,F01,TRAP-A,28.59,74.62,6.23,0.0
2026-05-01 18:50:00,F01,TRAP-A,30.32,74.65,9.41,0.0
2026-05-01 19:00:00,F01,TRAP-A,28.01,74.14,13.25,0.0
2026-05-01 19:10:00,F01,TRAP-A,28.21,73.17,6.27,0.0
2026-05-01 19:20:00,F01,TRAP-A,27.75,76.4,7.03,0.0
2026-05-01 19:30:00,F01,TRAP-A,26.65,80.69,7.13,0.0
2026-05-01 19:40:00,F01,TRAP-A,28.3,79.25,8.94,0.0
2026-05-01 19:50:00,F01,TRAP-A,27.8,78.69,9.65,0.0
2026-05-01 20:00:00,F01,TRAP-A,27.63,80.58,4.62,0.0
2026-05-01 20:10:00,F01,TRAP-A,26.07,77.73,8.59,0.0
2026-05-01 20:20:00,F01,TRAP-A,27.73,78.04,9.32,0.0
2026-05-01 20:30:00,F01,TRAP-A,25.29,78.09,8.44,0.0
2026-05-01 20:40:00,F01,TRAP-A,26.69,80.3,8.69,0.0
2026-05-01 20:50:00,F01,TRAP-A,27.78,80.2,5.18,0.0
2026-05-01 21:00:00,F01,TRAP-A,25.04,84.91,6.92,0.0
2026-05-01 21:10:00,F01,TRAP-A,25.19,81.33,10.41,0.0
2026-05-01 21:20:00,F01,TRAP-A,25.54,81.13,13.58,0.0
2026-05-01 21:30:00,F01,TRAP-A,24.87,88.6,6.35,0.0
2026-05-01 21:40:00,F01,TRAP-A,23.86,83.22,8.3,0.0
2026-05-01 21:50:00,F01,TRAP-A,24.98,85.32,10.75,0.0
2026-05-01 22:00:00,F01,TRAP-A,23.9,86.63,10.19,0.0
2026-05-01 22:10:00,F01,TRAP-A,24.96,83.22,9.05,0.0
2026-05-01 22:20:00,F01,TRAP-A,23.68,89.7,6.37,0.0
2026-05-01 22:30:00,F01,TRAP-A,25.5,88.73,10.33,0.0
2026-05-01 22:40:00,F01,TRAP-A,23.48,91.54,11.09,0.0
2026-05-01 22:50:00,F01,TRAP-A,23.7,86.44,10.65,0.0
2026-05-01 23:00:00,F01,TRAP-A,24.47,88.86,11.32,0.0
2026-05-01 23:10:00,F01,TRAP-A,22.7,89.16,8.83,0.0
2026-05-01 23:20:00,F01,TRAP-A,23.73,90.15,22.53,0.0
2026-05-01 23:30:00,F01,TRAP-A,24.47,86.27,11.9,0.0
2026-05-01 23:40:00,F01,TRAP-A,22.03,90.57,10.25,0.0
2026-05-01 23:50:00,F01,TRAP-A,23.35,87.09,15.99,0.0
2026-05-02 00:00:00,F01,TRAP-A,23.31,91.89,15.17,0.0
2026-05-02 00:10:00,F01,TRAP-A,23.63,85.99,13.23,0.0
2026-05-02 00:20:00,F01,TRAP-A,21.93,86.97,10.84,0.0
2026-05-02 00:30:00,F01,TRAP-A,21.79,93.91,10.77,0.0
2026-05-02 00:40:00,F01,TRAP-A,23.19,90.73,9.89,0.0
2026-05-02 00:50:00,F01,TRAP-A,22.95,89.84,9.73,0.0
2026-05-02 01:00:00,F01,TRAP-A,22.85,95.67,11.19,0.0
2026-05-02 01:10:00,F01,TRAP-A,22.88,93.47,11.79,0.0
2026-05-02 01:20:00,F01,TRAP-A,22.02,94.95,10.21,8.25
2026-05-02 01:30:00,F01,TRAP-A,22.72,92.46,17.21,0.0
2026-05-02 01:40:00,F01,TRAP-A,22.75,98.0,12.14,0.0
2026-05-02 01:50:00,F01,TRAP-A,21.93,91.47,12.09,0.0
2026-05-02 02:00:00,F01,TRAP-A,23.99,97.36,11.72,0.0
2026-05-02 02:10:00,F01,TRAP-A,22.88,92.83,10.33,0.0
2026-05-02 02:20:00,F01,TRAP-A,21.56,88.81,16.72,0.0
2026-05-02 02:30:00,F01,TRAP-A,23.06,94.08,11.58,0.0
2026-05-02 02:40:00,F01,TRAP-A,21.79,93.56,13.66,0.0
2026-05-02 02:50:00,F01,TRAP-A,23.24,90.01,13.51,0.0
2026-05-02 03:00:00,F01,TRAP-A,23.58,90.18,13.46,0.0
2026-05-02 03:10:00,F01,TRAP-A,22.05,92.24,13.19,0.0
2026-05-02 03:20:00,F01,TRAP-A,23.54,92.97,11.67,0.0
2026-05-02 03:30:00,F01,TRAP-A,23.17,85.68,12.16,0.0
2026-05-02 03:40:00,F01,TRAP-A,23.58,94.22,13.51,0.0
2026-05-02 03:50:00,F01,TRAP-A,24.53,90.07,16.05,0.0
2026-05-02 04:00:00,F01,TRAP-A,22.91,87.66,13.16,0.0
2026-05-02 04:10:00,F01,TRAP-A,22.6,93.0,12.23,0.0
2026-05-02 04:20:00,F01,TRAP-A,22.6,90.22,11.9,0.0
2026-05-02 04:30:00,F01,TRAP-A,22.78,92.94,14.96,0.0
2026-05-02 04:40:00,F01,TRAP-A,23.49,90.58,13.41,0.0
2026-05-02 04:50:00,F01,TRAP-A,23.96,89.05,12.22,0.0
2026-05-02 05:00:00,F01,TRAP-A,24.04,88.22,15.23,0.0
2026-05-02 05:10:00,F01,TRAP-A,24.62,89.33,12.6,0.0
2026-05-02 05:20:00,F01,TRAP-A,24.12,86.6,14.07,0.0
2026-05-02 05:30:00,F01,TRAP-A,25.43,84.99,13.06,0.0
2026-05-02 05:40:00,F01,TRAP-A,24.21,88.12,20.04,0.0
2026-05-02 05:50:00,F01,TRAP-A,26.76,85.69,12.77,0.0
2026-05-02 06:00:00,F01,TRAP-A,25.25,85.58,13.63,0.0
2026-05-02 06:10:00,F01,TRAP-A,24.24,87.64,21.61,0.0
2026-05-02 06:20:00,F01,TRAP-A,24.24,84.05,13.14,0.0
2026-05-02 06:30:00,F01,TRAP-A,25.67,83.77,15.07,0.0
2026-05-02 06:40:00,F01,TRAP-A,25.28,81.62,13.08,0.0
2026-05-02 06:50:00,F01,TRAP-A,26.22,83.58,12.26,0.0
2026-05-02 07:00:00,F01,TRAP-A,26.22,82.75,14.83,0.0
2026-05-02 07:10:00,F01,TRAP-A,25.97,83.49,19.25,0.0
2026-05-02 07:20:00,F01,TRAP-A,25.54,79.15,13.57,0.0
2026-05-02 07:30:00,F01,TRAP-A,25.2,78.8,14.65,0.0
2026-05-02 07:40:00,F01,TRAP-A,26.25,81.28,14.44,0.0
2026-05-02 07:50:00,F01,TRAP-A,27.49,79.28,13.16,0.0
2026-05-02 08:00:00,F01,TRAP-A,27.17,75.72,14.33,0.0
2026-05-02 08:10:00,F01,TRAP-A,26.2,80.6,12.27,0.0
2026-05-02 08:20:00,F01,TRAP-A,27.53,72.44,12.7,0.0
2026-05-02 08:30:00,F01,TRAP-A,27.9,77.99,12.92,0.0
2026-05-02 08:40:00,F01,TRAP-A,27.08,72.22,17.05,0.0
2026-05-02 08:50:00,F01,TRAP-A,28.1,79.46,12.23,0.0
2026-05-02 09:00:00,F01,TRAP-A,28.21,70.25,13.85,0.0
2026-05-02 09:10:00,F01,TRAP-A,27.44,76.36,11.42,0.0
2026-05-02 09:20:00,F01,TRAP-A,28.83,72.66,11.44,5.12
2026-05-02 09:30:00,F01,TRAP-A,29.17,71.33,13.57,0.0
2026-05-02 09:40:00,F01,TRAP-A,29.77,72.11,14.6,0.0
2026-05-02 09:50:00,F01,TRAP-A,29.92,72.64,12.01,0.0
2026-05-02 10:00:00,F01,TRAP-A,28.15,68.23,11.22,0.0
2026-05-02 10:10:00,F01,TRAP-A,28.67,67.89,17.08,0.0
2026-05-02 10:20:00,F01,TRAP-A,30.0,71.01,10.13,0.0
2026-05-02 10:30:00,F01,TRAP-A,30.15,64.59,13.35,0.0
2026-05-02 10:40:00,F01,TRAP-A,30.31,66.89,12.88,0.0
2026-05-02 10:50:00,F01,TRAP-A,33.12,75.46,12.72,0.0
2026-05-02 11:00:00,F01,TRAP-A,30.64,64.97,17.25,0.0
2026-05-02 11:10:00,F01,TRAP-A,31.23,69.8,12.77,0.0
2026-05-02 11:20:00,F01,TRAP-A,31.21,65.04,9.77,0.0
2026-05-02 11:30:00,F01,TRAP-A,31.09,67.37,9.83,0.0
2026-05-02 11:40:00,F01,TRAP-A,30.44,67.34,9.83,0.0
2026-05-02 11:50:00,F01,TRAP-A,31.4,68.17,8.27,0.0
2026-05-02 12:00:00,F01,TRAP-A,30.28,64.5,15.34,0.0
2026-05-02 12:10:00,F01,TRAP-A,30.8,69.66,8.05,0.0
2026-05-02 12:20:00,F01,TRAP-A,30.69,62.93,11.26,0.0
2026-05-02 12:30:00,F01,TRAP-A,31.22,64.72,11.4,0.0
2026-05-02 12:40:00,F01,TRAP-A,33.08,64.51,12.87,0.0
2026-05-02 12:50:00,F01,TRAP-A,29.8,60.89,9.55,0.0
2026-05-02 13:00:00,F01,TRAP-A,31.9,62.79,10.84,0.0
2026-05-02 13:10:00,F01,TRAP-A,30.1,63.76,7.88,0.0
2026-05-02 13:20:00,F01,TRAP-A,31.05,62.15,10.74,0.0
2026-05-02 13:30:00,F01,TRAP-A,32.33,69.23,7.73,0.0
2026-05-02 13:40:00,F01,TRAP-A,31.53,60.96,13.3,0.0
2026-05-02 13:50:00,F01,TRAP-A,30.63,65.96,6.69,0.0
2026-05-02 14:00:00,F01,TRAP-A,30.93,65.14,7.14,0.0
2026-05-02 14:10:00,F01,TRAP-A,32.04,62.98,7.92,0.0
2026-05-02 14:20:00,F01,TRAP-A,30.9,60.9,10.19,0.0
2026-05-02 14:30:00,F01,TRAP-A,31.63,61.21,9.71,0.0
2026-05-02 14:40:00,F01,TRAP-A,31.47,61.94,6.14,0.0
2026-05-02 14:50:00,F01,TRAP-A,30.87,58.89,5.76,0.0
2026-05-02 15:00:00,F01,TRAP-A,33.06,61.01,6.26,0.85
2026-05-02 15:10:00,F01,TRAP-A,31.8,59.99,7.03,0.0
2026-05-02 15:20:00,F01,TRAP-A,29.61,67.27,7.26,0.0
2026-05-02 15:30:00,F01,TRAP-A,31.31,65.69,6.51,0.0
2026-05-02 15:40:00,F01,TRAP-A,30.55,66.38,7.99,0.0
2026-05-02 15:50:00,F01,TRAP-A,31.67,66.17,6.3,0.0
